,Time,Fp1,Fp2,AF7,AF3,AF4,AF8,F7,F5,F3,F1,Fz,F2,F4,F6,F8,FT7,FC5,FC3,FC1,FCz,FC2,FC4,FC6,FT8,T7,C5,C3,C1,Cz,C2,C4,C6,T8,TP7,CP5,CP3,CP1,CPz,CP2,CP4,CP6,TP8,P7,P5,P3,P1,Pz,P2,P4,P6,P8,PO7,POz,P08,O1,O2,EOG
10,138.96,-51.205827,50.330847,-38.585871999999995,-79.708505,-219.765722,-6.776358999999999,-28.353735999999998,10.479213,-51.430347,-248.615917,-228.53613700000002,-244.46249,-144.85824499999998,-87.19973900000001,-37.389066,-21.063041000000002,-66.998847,-108.703869,-194.33916499999998,-189.491829,-202.22161599999998,-211.682458,111.183982,25.782669,-82.900864,-37.260046,-157.733622,-234.909811,-176.427704,-189.20967,-252.555347,-168.497287,-18.541107,-133.161993,-119.640876,-237.19063300000002,-128.021166,-211.65944700000003,-175.624921,-242.47705,-12.9947,-111.807507,-163.094031,-95.114176,-97.113548,-148.40340600000002,-290.315386,-213.14931800000002,-198.16832,6.924871,-23.413573,-98.224867,-302.040035,-6.431798000000001,-46.404175,-83.871487,-96.85133499999999
11,149.63,-92.118429,-0.330301,-124.61366399999999,-125.176699,-277.93913599999996,-81.097059,-93.04194,-40.883237,-112.421448,-293.326031,-265.681017,-290.952217,-207.70355,-126.857301,-121.062673,-74.614925,-118.434554,-159.140999,-239.495196,-248.573833,-252.23963700000002,-262.654267,16.179021,-43.654058,-116.276004,-111.79961399999999,-206.792382,-274.713732,-223.890183,-247.654387,-294.227702,-345.842856,-72.146558,-195.08486100000002,-210.494969,-246.13220800000002,-179.579953,-256.954087,-224.572123,-268.611396,-66.819799,-143.667747,-198.578428,-148.160906,-181.371963,-203.970213,-352.97592099999997,-252.648926,-240.392873,-69.343209,-57.786184,-141.871307,-394.645175,-80.139156,-111.335903,-271.059048,107.97831699999999
12,160.315,-131.547205,-30.447253999999997,-150.43659499999998,-162.395218,-290.42028700000003,-115.684273,-151.890095,-60.132388,-140.765161,-317.44750899999997,-288.213997,-302.402702,-221.836334,-107.33015800000001,-103.588285,-117.77972199999999,-146.936895,-173.866817,-250.77386800000002,-267.624652,-265.610488,-273.833413,6.247228,-55.846385999999995,-145.748925,-141.351149,-220.901063,-311.547612,-243.488233,-263.74134100000003,-306.589116,-319.21671200000003,-96.63558499999999,-228.741668,-174.876887,-282.24830499999996,-223.94806499999999,-274.660348,-247.61834700000003,-278.908571,-100.764967,-176.41141299999998,-228.653167,-166.617823,-193.92822900000002,-257.040841,-357.95272,-266.21087400000005,-263.461874,-88.765112,-77.34549200000001,-159.791407,-392.072883,-100.524874,-139.279994,-278.248368,226.45028100000002
13,170.995,-173.515407,-69.64099499999999,-195.732641,-196.43309,-316.787974,-128.026652,-180.646096,-102.05229200000001,-196.17265700000002,-348.98773,-314.264816,-315.172462,-226.58344900000003,-162.084549,-146.478574,-161.252117,-190.855748,-173.758176,-280.86409,-294.07845499999996,-283.217536,-288.045659,-23.565929,-97.20517099999999,-174.28108500000002,-177.466604,-241.642977,-322.036744,-269.350434,-283.07701000000003,-321.24321499999996,-378.005766,-159.587453,-251.346627,-212.56106200000002,-265.36981000000003,-238.560306,-281.786236,-248.241777,-306.986631,-121.504393,-189.67287199999998,-240.83818300000001,-166.545512,-172.10703700000002,-266.665406,-374.615117,-271.233242,-272.38005699999997,-119.14243799999998,-89.58619,-162.92241,-415.426898,-95.72600200000001,-178.27586200000002,-308.523975,378.616797
14,181.665,-97.514175,-15.913967000000001,-109.274051,-120.086396,-228.91708599999998,-48.418321999999996,-125.009368,-44.368154,-91.576539,-238.88924900000004,-211.99732200000003,-229.30316499999998,-103.76432,-91.96509,-74.708628,-101.505238,-143.842488,-102.401965,-173.112832,-192.935508,-201.939993,-206.949254,65.724867,-39.946008,-140.03888500000002,-77.663151,-161.057435,-232.51507999999998,-194.885623,-189.181703,-249.828064,-114.32351499999999,-88.047527,-179.208994,-118.346193,-205.304536,-172.219248,-203.282876,-172.717812,-250.931502,-74.58925,-143.532112,-191.46563600000002,-107.934905,-103.583863,-190.714479,-274.60177999999996,-210.77140699999998,-221.347308,-54.393864,-58.54838,-106.45763500000001,-273.265163,-50.928915,-101.10835,-139.841916,670.232621
15,197.115,-197.92371699999998,-142.68801399999998,-209.34906999999998,-214.44050099999998,-317.12904,-156.709031,-222.958575,-148.127182,-175.700043,-315.769968,-302.335515,-308.487418,-226.53045099999997,-202.41138,-182.635896,-211.242686,-243.329996,-185.79773899999998,-276.162895,-280.507848,-276.846517,-302.142581,-110.699789,-158.845078,-214.96246800000003,-218.386071,-245.98871499999998,-307.28492400000005,-274.443918,-265.06450099999995,-332.396858,-198.37118700000002,-204.467093,-260.64727400000004,-260.020616,-271.096885,-261.474725,-282.751656,-274.064093,-303.903974,-153.444724,-233.93242,-266.499254,-210.691908,-229.51915699999998,-264.86759700000005,-340.959738,-276.918496,-288.844379,-144.523779,-144.618855,-208.570667,-342.220215,-117.15625800000001,-181.966616,-188.602272,782.922219
16,207.78,-132.21505,-88.06685999999999,-131.877483,-155.526555,-247.02427200000002,-108.684518,-196.28767,-83.156205,-105.18722,-240.059289,-233.786797,-240.339897,-186.847524,-150.40116,-126.657504,-183.292445,-184.623636,-128.997237,-210.326196,-214.34298399999997,-212.45907799999998,-222.72384,-30.738048,-133.079997,-170.849602,-156.92525700000002,-181.00291,-245.99733799999998,-214.22108599999999,-203.168796,-259.43672000000004,-242.64166200000003,-158.741599,-186.69341200000002,-236.412012,-202.211062,-182.311638,-214.47521600000002,-244.775316,-251.027219,-103.51016899999999,-176.917093,-203.04762,-155.205422,-153.342088,-216.62058199999998,-289.23632000000003,-207.287827,-219.422292,-104.15768,-90.4208,-154.60667800000002,-311.87679199999997,-67.922159,-128.20748,-173.40761,880.9460429999999
17,218.445,-272.287035,-223.720923,-288.790486,-284.215791,-379.659602,-264.48853199999996,-320.027363,-242.205191,-222.78130499999997,-342.937869,-340.980184,-346.49577400000004,-271.32216,-295.51586499999996,-252.202373,-308.19669,-301.0278,-219.270392,-334.771667,-329.573345,-316.086874,-324.30620899999997,-211.36818399999999,-266.574023,-294.450121,-292.205468,-284.09860299999997,-341.236038,-321.480175,-304.248031,-354.119717,-430.67301299999997,-261.13088,-320.771243,-344.084134,-286.44098399999996,-292.026307,-322.700261,-318.49824900000004,-330.372746,-223.043869,-289.091389,-316.11472200000003,-261.10346400000003,-268.609579,-323.934677,-403.368378,-307.867613,-327.601528,-249.685866,-214.34751,-257.968123,-441.944458,-197.34889099999998,-267.225711,-332.751435,1022.648603
18,229.115,-242.68420299999997,-174.00134,-260.504133,-263.256749,-329.61335299999996,-210.09483799999998,-296.276764,-223.071723,-233.546274,-324.21775,-308.516723,-313.95122200000003,-229.895306,-219.983989,-205.344526,-252.494754,-292.339266,-242.12494500000003,-342.626144,-291.792302,-287.787352,-292.17418599999996,-166.37536599999999,-246.85292400000003,-262.267673,-247.26636000000002,-272.330131,-334.373354,-294.713311,-283.910031,-319.25239500000004,-207.350847,-237.79411000000002,-290.03497999999996,-271.717772,-285.105162,-281.792365,-292.10636600000004,-280.15686400000004,-291.72415099999995,-210.696796,-257.016387,-290.944051,-234.275252,-244.851166,-296.56194500000004,-336.614987,-268.521833,-299.185078,-233.05721400000002,-188.541231,-232.04442799999998,-334.428075,-223.670561,-228.084058,-181.365201,1184.4466009999999
19,239.78,-318.044021,-268.90646,-327.854648,-342.33025699999996,-446.98495099999997,-331.86995,-403.130452,-337.430712,-302.176181,-394.87179199999997,-387.188817,-392.518313,-350.22222400000004,-359.37849500000004,-366.129179,-358.334556,-406.632847,-303.028273,-415.69428999999997,-375.40389300000004,-367.042732,-383.307974,-335.406491,-330.72743199999996,-336.140235,-358.367094,-345.63646,-392.863719,-357.914304,-366.391423,-384.91828399999997,-239.41280299999997,-335.783486,-368.880423,-313.515797,-359.63122999999996,-364.135186,-357.513361,-337.89818199999996,-353.34592799999996,-307.93856,-337.87542,-353.131411,-312.15027200000003,-333.476554,-365.920333,-388.049215,-326.516498,-375.634885,-339.828188,-273.318525,-306.444044,-383.370614,-314.130643,-334.747338,-300.057782,1256.279441
20,255.215,-363.020063,-321.262254,-339.54373799999996,-375.746598,-427.429745,-323.16513199999997,-402.831522,-336.426225,-321.409302,-416.467087,-410.790547,-429.743364,-390.920337,-330.956463,-338.84743599999996,-416.24352700000003,-393.491254,-357.754054,-451.912921,-402.30216,-403.183667,-400.55951899999997,-337.905094,-372.622752,-382.912599,-377.44007799999997,-398.13916800000004,-424.017153,-397.34524300000004,-386.69577200000003,-417.904483,-428.468859,-346.899888,-386.34148799999997,-414.912128,-446.93429000000003,-417.19913199999996,-408.557333,-383.469777,-413.75120699999997,-344.485884,-365.65275299999996,-387.894693,-376.354986,-387.311001,-442.260997,-461.592206,-381.09119,-399.042925,-330.72588199999996,-296.22107900000003,-373.832061,-475.830307,-287.61507400000005,-364.445766,-450.409328,1400.421439
21,265.88,-289.761681,-267.865967,-281.968772,-296.725675,-329.73452599999996,-258.058715,-329.422852,-264.109244,-233.91397400000002,-317.48763199999996,-318.92096499999997,-336.271351,-296.023204,-277.38298100000003,-268.857998,-319.716184,-306.6339,-239.729505,-341.322777,-311.196285,-311.05361400000004,-304.040706,-290.79251800000003,-317.341852,-266.332493,-305.671137,-294.17244500000004,-322.897631,-319.866792,-293.661728,-328.052037,-219.2915,-294.639754,-309.379398,-288.29884599999997,-343.21680200000003,-321.850045,-307.106357,-300.708821,-308.89418900000004,-279.85350800000003,-306.647918,-303.546225,-295.582266,-297.687038,-334.574,-343.31420299999996,-289.1463,-319.491373,-268.838358,-249.147998,-299.853788,-331.644381,-230.227158,-276.779538,-307.463493,1438.4900910000001
22,276.6,-282.239571,-253.003273,-260.582017,-285.16701800000004,-298.77702400000004,-243.46261299999998,-330.53423,-255.72265699999997,-221.41862000000003,-307.111922,-309.414263,-314.195375,-211.088011,-263.358,-286.002786,-319.30071,-305.627776,-243.46773,-318.41225,-308.36629300000004,-292.26088300000004,-307.063573,-257.437343,-323.147763,-274.99624500000004,-325.933196,-300.62710899999996,-316.67103199999997,-317.355859,-289.65700899999996,-324.86888700000003,-222.260361,-331.887478,-312.503498,-291.150826,-375.349706,-329.130168,-311.41445,-303.937542,-291.753733,-314.062601,-304.522177,-303.397784,-294.896684,-298.543808,-335.39703399999996,-331.583971,-268.8295,-315.424906,-253.276171,-244.300889,-294.608451,-318.705865,-222.973627,-276.32491600000003,-313.042452,1526.5965
23,287.28,-295.55017999999995,-276.21313599999996,-286.140773,-281.809175,-286.278544,-254.35570800000002,-347.296241,-245.38157,-219.58058599999998,-295.428691,-294.51613,-302.48548,-232.082312,-247.663763,-255.60771200000002,-339.312245,-293.043737,-225.7462,-290.836812,-297.500785,-283.63213199999996,-285.63185699999997,-222.55242900000002,-321.336474,-289.401728,-301.846521,-283.395644,-318.089622,-302.679474,-280.330696,-303.13498,-196.372546,-320.510847,-333.640898,-306.425907,-345.910147,-316.803308,-311.088733,-277.377523,-279.446143,-323.20133300000003,-303.24543700000004,-316.888852,-290.526473,-301.190998,-248.786454,-336.055775,-267.395448,-315.88307599999996,-269.696244,-262.720636,-288.183781,-322.469587,-276.198589,-289.315649,-350.611327,1596.693883
24,297.965,-253.790724,-219.27753700000002,-270.31247,-243.90029199999998,-281.207323,-228.679782,-323.048435,-239.341419,-207.115344,-272.69311899999997,-268.931805,-274.494311,-275.765441,-246.225115,-222.601177,-291.638073,-272.293857,-209.280268,-276.636475,-275.81264100000004,-257.971927,-287.72612599999997,-250.250532,-260.48899,-244.55467000000002,-295.042299,-259.622117,-291.53941499999996,-278.17789,-269.61722799999995,-285.488517,-152.897937,-262.649993,-309.410461,-260.67879300000004,-312.004629,-266.845248,-277.010375,-240.27814500000002,-243.969952,-251.58095099999997,-270.028461,-268.160393,-242.750748,-250.008145,-185.019035,-276.351983,-223.62047599999997,-276.995751,-259.614008,-218.318439,-237.567348,-262.297499,-266.224917,-268.916806,-326.194206,1684.965822
25,310.65,-214.58490299999997,-236.387542,-207.989934,-210.680746,-207.800374,-183.752014,-217.45151099999998,-217.736916,-175.381656,-211.859344,-209.082737,-227.92159300000003,-233.63015,-176.937599,-192.60313200000002,-246.516049,-205.51511200000002,-158.081664,-219.265845,-204.78683600000002,-217.505389,-228.539181,-206.42226499999998,-232.643723,-202.728527,-217.98112400000002,-200.491357,-235.40485,-233.725773,-208.118723,-231.92380699999998,-185.835722,-243.678184,-246.268958,-228.21366,-265.045957,-217.91102200000003,-225.01714500000003,-213.63734399999998,-216.194029,-190.094557,-225.878223,-218.13085499999997,-216.50809900000002,-208.848649,-167.680779,-236.60877299999999,-183.39668500000002,-221.658839,-189.648449,-172.839107,-213.554738,-233.63670499999998,-199.74421999999998,-204.670958,-378.25088999999997,1566.65499
26,318.535,-294.471901,-321.61133,-310.324075,-281.240834,-287.218314,-279.264579,-342.468282,-258.80508399999997,-253.90958700000002,-298.118546,-292.263482,-310.375167,-308.358091,-303.614782,-290.89231,-353.019857,-317.35576299999997,-252.294889,-320.771006,-297.375684,-301.538731,-302.80332000000004,-314.383035,-343.29121499999997,-295.872477,-305.03430099999997,-290.015306,-324.660547,-316.64968,-297.530594,-320.95566099999996,-402.573108,-335.343905,-339.841611,-362.54996,-329.003798,-311.85314700000004,-329.343827,-319.975751,-297.227485,-282.34230099999996,-321.50387,-304.279388,-315.97662,-307.429692,-266.437182,-347.9199,-281.644657,-316.70311200000003,-308.714771,-275.556324,-311.246008,-367.73405099999997,-307.447606,-306.26919100000003,-522.808219,1492.068019
27,326.415,-269.935371,-270.461826,-292.987898,-258.812375,-242.401677,-242.843477,-280.47896000000003,-306.571085,-226.902729,-249.147013,-241.605946,-257.477929,-276.004531,-247.43812999999997,-262.668257,-305.027857,-315.931343,-194.645272,-271.487798,-239.57613999999998,-251.562181,-249.586459,-268.21842000000004,-310.461169,-248.49739399999999,-285.852315,-235.35430899999997,-263.316999,-263.61926,-235.232657,-253.12170600000002,-230.27491400000002,-274.10501800000003,-294.595607,-270.86237,-268.175861,-244.30571,-266.389627,-241.717434,-222.48363999999998,-240.884461,-264.76162400000004,-253.939244,-253.566874,-252.951877,-218.998318,-269.45973100000003,-237.546642,-250.445377,-242.270567,-215.55075,-247.013081,-274.44601600000004,-228.62065099999998,-250.10026200000001,-352.65615299999996,1364.169591
28,334.315,-340.481973,-313.174356,-385.08026,-331.79455099999996,-309.082636,-330.164269,-382.608423,-348.810364,-327.726021,-343.31906499999997,-325.14601600000003,-337.329405,-349.65515899999997,-347.668954,-328.926381,-373.53845099999995,-346.781106,-305.543951,-358.90133199999997,-327.444131,-330.562863,-330.977047,-351.54658,-361.55964500000005,-334.351697,-365.945858,-329.604622,-314.302257,-335.80073,-313.77603999999997,-318.642554,-204.896039,-319.95547799999997,-364.03155,-302.57865499999997,-339.078723,-316.312926,-338.40729,-305.744844,-275.844268,-323.338046,-317.926204,-328.270404,-330.31321,-335.372302,-299.139399,-310.550818,-301.05408,-311.31487200000004,-335.358052,-290.907034,-326.44536600000004,-299.957606,-301.071434,-328.674105,-284.826949,1332.20443
29,342.2,-316.429163,-297.927099,-324.94101,-303.407426,-279.124503,-311.988109,-340.501093,-308.19444100000004,-296.006413,-305.203823,-297.137832,-318.463291,-336.237137,-309.627598,-335.674757,-324.85289900000004,-313.888134,-304.826879,-321.27767,-302.680732,-316.33468799999997,-297.779257,-282.668152,-373.89286200000004,-311.74048799999997,-321.567596,-311.390975,-288.744494,-329.50703799999997,-288.450634,-316.285707,-326.36728999999997,-334.48767599999996,-318.613068,-331.628466,-336.757927,-318.455172,-330.338772,-333.662687,-275.179816,-340.669039,-326.214137,-309.181378,-258.31796099999997,-285.51211800000004,-299.141556,-324.51369900000003,-291.16626,-311.05136699999997,-343.905753,-309.321927,-377.039664,-330.715105,-292.020174,-298.982035,-317.82757599999997,1102.27866
30,357.65,-294.967831,-276.676409,-329.737527,-283.287938,-262.791066,-304.18917400000004,-297.209037,-340.34511499999996,-284.08115499999997,-262.02918,-258.618624,-277.933405,-288.005109,-364.72265,-319.418453,-299.589124,-259.811777,-238.79707200000001,-259.417062,-258.30219,-275.76966400000003,-280.246609,-309.838688,-316.567864,-291.475114,-290.111763,-270.502187,-254.412579,-275.973554,-248.061718,-276.599737,-266.213305,-306.017093,-296.83571800000004,-286.07012000000003,-281.739282,-248.09572400000002,-275.602621,-273.309688,-197.729971,-309.362042,-298.42103199999997,-290.81216,-307.039851,-300.352391,-253.155642,-254.61526099999998,-265.71375,-265.536022,-324.82395099999997,-293.690191,-303.94669300000004,-250.242252,-287.968862,-297.755584,-164.506947,882.6080400000001
31,368.35,-278.86170699999997,-283.26324700000004,-299.740387,-263.632744,-256.693313,-284.68626800000004,-281.467721,-306.60003900000004,-277.523569,-240.246758,-235.192048,-252.61532000000003,-269.303513,-297.800818,-314.090721,-275.03845,-245.69903,-239.381685,-256.45730499999996,-239.677504,-257.781264,-255.440827,-294.384686,-303.215039,-260.53988300000003,-287.152239,-267.45799500000004,-253.178484,-257.539586,-234.21457,-257.941497,-285.753035,-301.856211,-275.808276,-266.704593,-269.70646800000003,-252.153538,-258.425212,-228.13265800000002,-178.034943,-295.75647799999996,-287.957173,-277.51167000000004,-271.692654,-256.569732,-247.581904,-238.97277599999998,-259.51118399999996,-245.43030699999997,-281.68978,-275.848615,-265.644257,-240.58292400000002,-262.299092,-304.245699,-185.70838899999998,771.74556
32,379.05,-303.05924500000003,-303.531116,-380.448987,-273.40002999999996,-283.786478,-318.453988,-317.071369,-338.461165,-307.101489,-241.510528,-232.24670600000002,-246.83328500000002,-286.45860600000003,-307.752466,-309.819733,-323.500456,-267.412156,-215.607943,-277.43534,-248.683933,-262.008893,-246.617583,-329.01559100000003,-324.17085,-294.461775,-281.483793,-252.27683100000002,-234.76535299999998,-243.107813,-245.650033,-233.80319900000003,-334.842779,-321.66111800000004,-286.624107,-282.016896,-262.215343,-253.400697,-239.87034599999998,-182.588252,-147.811419,-311.742145,-283.64375,-264.723339,-273.434608,-285.08907200000004,-240.657969,-223.08325699999997,-238.843929,-237.403461,-312.597574,-282.971226,-261.541837,-247.638316,-283.602055,-316.705214,-222.939328,692.635232
33,389.72,-309.950376,-321.555837,-349.065922,-288.500001,-279.975612,-311.465055,-284.569614,-367.030154,-327.82957799999997,-247.11639100000002,-239.535322,-238.998671,-279.823492,-291.37773,-307.76944199999997,-289.155347,-260.66178199999996,-248.31284,-260.548457,-243.25053799999998,-255.333984,-236.76679199999998,-326.729466,-308.391882,-283.027473,-280.371987,-252.411913,-222.73215699999997,-249.37165299999998,-238.914484,-228.042463,-102.343858,-277.784891,-254.206957,-242.679385,-247.561086,-257.41547,-222.34281600000003,-219.582294,-152.116048,-316.489235,-284.804927,-261.267443,-279.54879,-289.821007,-248.676668,-174.742858,-245.801148,-235.31267200000002,-302.710655,-281.925128,-272.53878399999996,-153.000765,-289.140767,-303.809209,-36.817881,520.241502
34,400.4,-265.621702,-272.89734500000003,-302.946215,-235.783793,-225.464563,-273.234378,-324.367335,-297.031446,-253.99439900000002,-180.446226,-188.25696200000002,-188.742947,-286.05976,-232.05969199999998,-275.336255,-330.017794,-264.51536400000003,-189.013886,-206.221802,-196.29596899999999,-208.19248100000002,-194.820806,-277.130165,-290.932307,-313.891302,-276.47724500000004,-193.677538,-185.003558,-209.01024099999998,-200.345068,-197.28373,-115.055356,-268.087298,-238.671786,-215.615275,-199.991757,-233.374575,-184.14306100000002,-208.353928,-129.468274,-291.434904,-273.028125,-239.873152,-247.846884,-236.20917799999998,-226.24093100000002,-142.80971,-207.071139,-210.422749,-284.154705,-262.184053,-239.65863199999998,-123.588066,-232.92237200000002,-288.253189,-105.74823799999999,528.554395
